urduWord,romanUrdu,devanagri,englishWord,hindiWord,wordClass,origin,englishMeaning,useInTense
مشکور,Mashkoor,मशक़ूर,Grateful,आभारी,Adjective,Arabic,Thankful or grateful. It signifies someone who expresses gratitude or appreciation.,"Main tumhare madad ke liye bohot mashkoor hoon, bina tumhare yeh mumkin nahi tha."
مصنوعی,Masnooi,मसनूई,Artificial,कृत्रिम,Adjective,Arabic,Artificial or man-made. It refers to something created or manufactured by humans.,Usne masnooi phoolon se apne ghar ko sajaa rakha hai.
مصروف,Masroof,मसरूफ,Busy,व्यस्त,Adjective,Arabic,Busy or engaged. It denotes someone who is occupied or actively involved in tasks.,Woh itna masroof rehta hai ke apne liye bhi waqt nahi nikal pata.
مست,Mast,मस्त,Intoxicated,मद्यप,Adjective,Persian,Intoxicated or elated. It describes someone who is in a state of euphoria or high spirits.,Uski mast aankhon ne mujhe apna deewana bana diya.
موقوف,Mauquuf,मौक़ूफ़,Suspended,अस्थायी,Adjective,Arabic,Suspended or halted. It refers to something that is temporarily stopped or put on hold.,"Waqt ki kami ke karan, hamaara program mauquuf kar diya gaya hai."
موسم,Mausam,मौसम,Season,मौसम,Noun,Arabic,Season or weather. It signifies a period of the year characterized by particular weather conditions.,"Mausam bohot suhana hai, aur sab log is khushnuma mausam ka lutf utha rahe hain."
 مے کدہ,May-kada,मय-क़दा,Tavern,शराब घर,Noun,Persian,Wine-house or tavern. It refers to a place where alcoholic beverages are served.,"Woh aksar may-kada jata hai, taki apne dukh ko bhula sake."
میسر,Mayassar,मयस्सर,Available,उपलब्ध,Adjective,Arabic,Accessible or obtainable. It denotes something that is easily reachable or available.,Tumhare bina yeh kaam mere liye mayassar nahi tha.
مایوس,Mayoos,मायूस,Disappointed,निराश,Adjective,Arabic,Disappointed or dejected. It describes someone who feels let down or discouraged.,"Har mushkil ka samna karo, kabhi mayoos mat hona."
مجبور,Mazboor,मज़बूर,Helpless,लाचार,Adjective,Arabic,Compelled or forced. It signifies someone who is obliged to do something against their will.,Usne majboori ke haalat mein yeh faisla liya.
مہربانی,Meharbaani,मेहरबानी,Kindness,दया,Noun,Persian,Kindness or favor. It denotes an act of generosity or benevolence.,Tumhari meharbaani se main yeh mushkil waqt guzarta raha.
مہربان,Meherbaan,मेहरबान,Kind,दयालु,Adjective,Persian,Merciful or compassionate. It describes someone who shows kindness or mercy.,"Woh hamesha sab par meherbaan rehta hai, aur sab uski izzat karte hain."
محرم,Mehram,मेहरम,Intimate,अन्तरंग,Adjective,Arabic,Intimate or close. It refers to someone with whom marriage is forbidden due to familial relationship.,Sirf mera mehram hi meri har baat samajh sakta hai.
محو,Mehv,मेहव,Engrossed,निरंतर,Noun,Persian,Overwhelmed or impressed. It denotes being deeply affected or moved by something.,Woh kitaab padhne mein itna mehv ho gaya ke usay waqt ka pata hi nahi chala.
محویت,Mehviyat,मेहवियत,Absorption,विलीनता,Noun,Persian,Impression or influence. It signifies the impact or effect of something on a person.,Tumhari baaton ki mehviyat mujhe har lamha apni taraf kheenchti hai.
مہوش,Mehwish,मेहविश,Moonlike,चाँदनी,Noun,Persian,Enchanting or charming. It describes someone who is captivating or enchanting.,Mehwish ka chehra chand ki tarah roshan aur khubsurat hai.
ملنسار,Milansaar,मिलनसार,Sociable,मिलनसार,Adjective,Persian,"It describes someone who is understanding and supportive towards others, especially in their times of difficulty or need.","Woh bohot milansaar insaan hai, sab usay pasand karte hain."
متفرق,Miscellaneous,मिस्कलेनियस,Miscellaneous,विविध,Adjective,Arabic,Varied or diverse. It refers to a collection of different or assorted items or topics.,Mere paas miscellaneous cheezein hain jo mujhe kaam aati hain.
مثلِ برق,Misl-e-barq,मिस्ल-ए-बर्क़,Lightning,बिजली,Noun,Arabic,Like lightning or fast. It signifies something that moves or happens with great speed.,"Usne kam ko misl-e-barq anjaam diya, aur sabko hairaan kar diya."
مزاج,Mizaaj,मिज़ाज,Temperament,स्वभाव,Noun,Arabic,Temperament or disposition. It refers to someone's natural inclination or mood.,"Tumhara mizaaj bohot narm aur pyara hai, jo sabko pasand aata hai."
مژگاں,Mizhgaan,मिहजगान,Eyelashes,पलकें,Noun,Arabic,Eyelashes. It refers to the hairs that grow on the edge of the eyelid.,Uski mizhgaan itni lambhi aur khoobsurat hain ke sab uski taraf dekhte reh jaate hain.
معجزہ,Mo'ajaza,मोअज़ज़ा,Miracle,चमत्कार,Noun,Arabic,Miracle or wonder. It denotes an extraordinary and supernatural event.,"Usne apne ilm se ek moajaza dikhaya, jo sab ke liye hairat ka baais bana."
محبت,Mohabbat,मोहब्बत,Love,प्यार,Noun,Arabic,"Love or affection. It signifies deep affection, attachment, or romantic love.",Mohabbat ek aisi cheez hai jo insaan ko khushiyon se bhar deti hai.
محتاج,Mohataaaz,मोहताज़,Dependent,आश्रित,Adjective,Arabic,Arrogant or haughty. It describes someone who displays superiority or pride.,"Woh kisi ka mohattaaz nahi rehna chahta, isliye apni mehnat se sab kuch haasil karna chahta hai."
موجود,Moujud,मौजूद,Present,वर्तमान,Adjective,Arabic,Existing or present. It denotes something that currently exists or is in existence.,Tumhare maujud hone se hi yeh mehfil roshan hai.
مبتلا,Mubtila,मुब्तिला,Afflicted,पीड़ित,Adjective,Arabic,Afflicted or troubled. It describes someone who is experiencing hardship or difficulty.,"Woh bimari mein mubtila hai, aur uske ilaj ke liye dua ki zaroorat hai."
محافظ,Muhafiz,मुहाफ़िज़,Guardian,संरक्षक,Noun,Arabic,Guardian or protector. It signifies someone who ensures safety or security.,Uska muhaafiz uski hifazat mein din raat laga rehta hai.
مکمل,Mukammal,मुकम्मल,Complete,पूरा,Adjective,Arabic,Complete or perfect. It denotes something that is whole or fully developed.,"Usne apna kaam mukammal kar diya hai, aur sab uski tarif kar rahe hain."
مقرر,Mukarrar,मुक़र्रर,established,स्थापित,Adjective,Arabic,Repeated or recurring. It refers to something that happens or is done repeatedly.,"Usne apne khayalat ko mukarrar kiya, taki sab samajh sakein."
مختلف,Mukhtalif,मुख्तलिफ़,Different,अलग,Adjective,Arabic,Different or diverse. It signifies variety or dissimilarity between things.,"Uski soch mukhtalif hai, aur woh hamesha naye tareeqe dhoondta rehta hai."
مختصر,Mukhtasar,मुख्तसर,Brief,संक्षेप,Adjective,Arabic,Brief or concise. It refers to something that is short and to the point.,Usne apni baat mukhtasar aur saaf tarike se bayan ki.
ملاقات,Mulaqat,मुलाक़ात,Meeting,मिलन,Noun,Arabic,Meeting or encounter. It denotes a planned or unplanned gathering or rendezvous,"Hamaari mulakaat bohot arsay baad hui, aur yeh mulaqat yaadgaar ban gayi."
ملک,Mulk,मुल्क,Country,देश,Noun,Arabic,Country or nation. It refers to a sovereign state or territory.,Apne mulk se mohabbat har insaan ka farz hota hai.
منفرد,Munfarid,मुन्फ़रिद,Unique,अद्वितीय,Adjective,Arabic,Unique or singular. It describes something that is one of a kind or distinct.,Uski pehchaan uske munfarid style se hoti hai.
منتظر,Muntazir,मुन्तज़िर,Waiting,प्रतीक्षारत,Adjective,Arabic,Waiting or anticipating. It signifies someone who is expecting or awaiting something.,"Main tumhare jawab ka muntazir hoon, aur yeh intezar din ba din mushkil hota ja raha hai."
مقابلہ,Muqabla,मुक़ाबला,Competition,प्रतिस्पर्धा,Noun,Arabic,Competition or contest. It denotes a rivalry or challenge between individuals or groups.,"Har muqaabla jeetne ke liye tayyari zaroori hai, sirf hosla hi kaafi nahi."
مقابل,Muqabil,मुक़ाबिल,Opposite,विपरीत,Noun,Arabic,Opposite or facing. It refers to something that is directly across from or in front of something else.,"Usne apne dushman ka muqabil karne ka faisla kiya, aur himmat se samna kiya."
مسلسل,Musalsal,मुसलसल,Continuous,निरंतर,Adjective,Arabic,Continuous or uninterrupted. It describes something that happens repeatedly or without interruption.,Uske musalsal koshishon ne usko kamyabi dilayi.
مصور,Musavvir,मुसव्विर,Painter,चित्रकार,Noun,Arabic,Artist or painter. It refers to someone who creates visual art or paintings.,"Woh bohot acha musavvir hai, aur uski paintings dekh kar dil khush ho jata hai."
مشکل,Mushkil,मुश्किल,Difficult,कठिन,Adjective,Arabic,Difficult or challenging. It denotes something that is hard to achieve or overcome.,"Mushkil waqat mein sab ka saath zaroori hota hai, taki hum mil kar har mushkil ka samna kar sakein."
میسر,Myassar,मयस्सर,Available,उपलब्ध,Adjective,Arabic,Achievable or attainable. It signifies something that can be easily obtained or accomplished.,"Tumhare bina yeh kaam mere liye myassar nahi tha, shukriya."
ناراض,Naaraaz,नाराज़,Angry,क्षुब्ध,Adjective,Arabic,Angry or displeased. It describes someone who is upset or annoyed.,"Tumhari baat se woh bohot naaraaz ho gaya, aur ab woh tumse baat nahi karna chahta."
نایاب,Naayaab,नायाब,Rare,दुर्लभ,Adjective,Arabic,Rare or unique. It denotes something that is uncommon or precious.,Uski jaisi naayaab cheez duniya mein milna mushkil hai.
نازک,Naazuk,नाज़ुक,Delicate,कोमल ,Adjective,Persian,Delicate or fragile. It describes something that is easily breakable or sensitive.,"Yeh naazuk mamla hai, isliye bohot soch samajh kar faisla lena hoga."
نبا,Naba,नबा,News,समाचार,Noun,Arabic,News or tidings. It refers to information or updates about recent events.,"Usne mujhe ek nayi naba sunayi, jo bohot dilchasp thi."
ندامت,Nadaamat,नदामत,Regret,पछतावा,Noun,Arabic,Regret or remorse. It signifies a feeling of guilt or sorrow for past actions.,Apni galti par usne nadaamat mehsoos ki aur sabse maafi maang li.
نفرت,Nafrat,नफ़रत,Hatred,द्वेष ,Noun,Arabic,Hatred or aversion. It denotes intense dislike or animosity towards someone or something.,"Nafrat insaan ko andha bana deti hai, isliye hamesha pyaar aur izzat se rehna chahiye."
نفس,Nafs,नफ़्स,Ego,अहंकार,Noun,Arabic,Self or soul. It refers to the inner self or ego of a person.,"Nafs ko kabu mein rakhna bohot mushkil hota hai, lekin zaroori bhi."
نغمات,Nagmaat,नग़्मात,Melodies,सुर,Noun,Arabic,Melodies or tunes. It denotes musical compositions or harmonious sounds.,"Uski awaaz mein nagmaat ki mithaas thi, jo sabke dil ko choo leti thi."
نجات,Najaat,नजात,Salvation,मोक्ष,Noun,Arabic,Salvation or deliverance. It signifies liberation or rescue from danger or suffering.,Mushkil waqt mein najat milne ka raasta sirf Allah par bharosa rakhna hai.
نمی,Nami,नामी,Moisture,नमी,Noun,Persian,Moisture or dampness. It refers to a slight wetness or humidity in the air.,Subah ki nami mein phoolon par gire oos ke qatre bohot khubsurat lagte hain.
نشاط,Nashaat,नशात,Joy,ख़ुशी,Noun,Arabic,Excitement or exhilaration. It denotes a feeling of enthusiasm or high spirits.,"Uski har baat mein nashaat thi, jo sabko apne paas khinchti thi."
نشیلا,Nasheela,नशीला,Intoxicating,मद्यप,Adjective,Persian,Intoxicating or heady. It describes something that causes intoxication or excitement.,Uske nasheela aankhon ne mujhe apna deewana bana diya.
نشیمن,Nasheman,नशेमन,Nest,घोंसला,Noun,Persian,Nest or abode. It refers to a cozy or comfortable dwelling place.,Uska nasheman bohot sukoon bhara aur pyara tha.
نوازش,Nawaazish,नवाज़िश,Favor,पक्ष,Noun,Persian,Kindness or favor. It signifies an act of graciousness or benevolence.,Tumhari nawaazish se meri zindagi roshan ho gayi hai.
نایاب,Nayaab,नायाब,Rare,दुर्लभ,Adjective,Arabic,,Uske jaisi nayaab cheez poore sheher mein nahi milti.
نزاکت,Nazakat,नज़ाकत,Grace,सूक्ष्मता ,Noun,Persian,Grace or elegance. It denotes finesse or refinement in manners or appearance.,"Uske har andaz mein nazakat thi, jo uski khubsurati ko aur barhati thi."
نیزہ,Neza,नेज़ा,Spear,भाला,Noun,Persian,Criterion or standard. It refers to a measure or benchmark used for evaluation.,Jung mein usne apne dushman ko neza se shikast di.
نصف,Nifs,निफ़्स,Half,आधा,Noun,Arabic,Character or personality. It signifies the distinctive qualities or traits of a person.,Raat ke nifs mein chandni aur bhi khubsurat lagti hai.
نگاہیں,Nigahen,निगाहें,Glances,झलकें,Noun,Persian,Glances or looks. It refers to the act of looking or gazing at someone or something.,Uski nigahen hamesha muskurahat aur pyaar se bhari hoti hain.
نکما,Nikamma,निकम्मा,Useless,व्यर्थ,Adjective,Persian,Useless or ineffective. It describes someone or something that lacks utility or capability.,"Woh apni maa baap ki nazron mein nikamma tha, lekin usne apni mehnat se sabit kar diya ke woh kuch kar sakta hai."
